Company,Role,Job Type,Eligible Branches,Minimum CGPA,Location,CTC (LPA),Stipend (Monthly INR),Required Skills,Selection Process
Morgan Stanley,Cybersecurity Analyst,Intern,"COE,COPC",8.5,Remote,25.23,30000,"Networking, Linux, Python, Wireshark, Burp Suite, SIEM",Online Assessment -> Technical Interview -> HR Interview
Expedia,Software Development Engineer,Intern,"COE,COPC,COBS",7.0,Chennai,47.27,125000,"Python, Java, C++, DSA, OOP, DBMS, Operating Systems, Computer Networks, Git, SQL",Online Assessment -> Technical Interview -> HR Interview
Wipro,Cybersecurity Analyst,Intern+FTE,B.E. All Branches,7.0,Mumbai,52.91,100000,"Networking, Linux, Python, Wireshark, Burp Suite, SIEM",Online Assessment -> Technical Interview -> HR Interview
Goldman Sachs,Cybersecurity Analyst,Intern+Performance Based Chance of FTE,"COE,COPC,COBS",8.0,Bengaluru,12.93,125000,"Networking, Linux, Python, Wireshark, Burp Suite, SIEM",Online Assessment -> Technical Interview -> HR Interview
Capgemini,AI/ML Engineer,Intern+Performance Based Chance of FTE,"COE,COPC",8.5,Remote,27.26,40000,"Python, Machine Learning, Deep Learning, TensorFlow, PyTorch, NLP, OpenCV",Online Assessment -> Technical Interview -> HR Interview
Swiggy,Embedded Engineer,Intern+Performance Based Chance of FTE,B.E. All Branches,6.0,Chennai,6.45,50000,"C, C++, Embedded C, RTOS, Microcontrollers, ARM",Online Assessment -> Technical Interview -> HR Interview
Accenture,Cybersecurity Analyst,FTE,"COE,COPC,ECE",7.0,Remote,52.54,40000,"Networking, Linux, Python, Wireshark, Burp Suite, SIEM",Online Assessment -> Technical Interview -> HR Interview
Expedia,AI/ML Engineer,Intern+Performance Based Chance of FTE,"COE,COPC,ECE",7.5,Chennai,25.76,100000,"Python, Machine Learning, Deep Learning, TensorFlow, PyTorch, NLP, OpenCV",Online Assessment -> Technical Interview -> HR Interview
Accenture,Business Analyst,Intern+FTE,B.E. All Branches,8.5,Noida,21.1,40000,"Excel, SQL, Power BI, Python, Statistics, Tableau",Online Assessment -> Technical Interview -> HR Interview
Salesforce,Embedded Engineer,Intern+Performance Based Chance of FTE,"COE,COPC,COBS",6.5,Pune,20.58,50000,"C, C++, Embedded C, RTOS, Microcontrollers, ARM",Online Assessment -> Technical Interview -> HR Interview
HCLTech,Frontend Engineer,Intern+FTE,"COE,COPC,COBS",7.5,Pune,31.54,25000,"HTML, CSS, JavaScript, React, Git, TypeScript, Redux",Online Assessment -> Technical Interview -> HR Interview
Cisco,DevOps Engineer,Intern+Performance Based Chance of FTE,"COE,COPC,ECE,ENC",7.0,Bengaluru,34.84,70000,"Docker, Kubernetes, Linux, Jenkins, Git, AWS, Terraform",Online Assessment -> Technical Interview -> HR Interview
ZS Associates,Backend Engineer,Intern+FTE,"COE,COPC,ECE,ENC",7.5,Hyderabad,43.29,25000,"Java, Spring Boot, SQL, Docker, Git, REST API, DBMS, AWS",Online Assessment -> Technical Interview -> HR Interview
EPAM,Embedded Engineer,FTE,B.E. All Branches,8.0,Gurugram,24.07,70000,"C, C++, Embedded C, RTOS, Microcontrollers, ARM",Online Assessment -> Technical Interview -> HR Interview
IBM,Software Development Engineer,Intern+FTE,B.E. All Branches,8.0,Pune,28.24,70000,"Python, Java, C++, DSA, OOP, DBMS, Operating Systems, Computer Networks, Git, SQL",Online Assessment -> Technical Interview -> HR Interview
BrowserStack,Data Scientist,Intern+Performance Based Chance of FTE,"COE,COPC,ECE,EIC,EEC",7.5,Hyderabad,25.18,125000,"Python, Pandas, NumPy, Machine Learning, Statistics, Scikit-learn, SQL, Matplotlib",Online Assessment -> Technical Interview -> HR Interview
Deloitte,Cybersecurity Analyst,Intern+FTE,"COE,COPC,ECE,EIC,EEC",9.0,Chennai,21.47,40000,"Networking, Linux, Python, Wireshark, Burp Suite, SIEM",Online Assessment -> Technical Interview -> HR Interview
Optum,QA Engineer,Intern,"COE,COPC",6.5,Chennai,39.06,80000,"Java, Selenium, TestNG, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
Goldman Sachs,AI/ML Engineer,FTE,B.E. All Branches,8.5,Mumbai,23.11,60000,"Python, Machine Learning, Deep Learning, TensorFlow, PyTorch, NLP, OpenCV",Online Assessment -> Technical Interview -> HR Interview
Razorpay,Cloud Engineer,Intern+Performance Based Chance of FTE,"COE,COPC,COBS",6.5,Pune,48.17,70000,"AWS, Docker, Kubernetes, Linux, Python, Git, Terraform",Online Assessment -> Technical Interview -> HR Interview
Google,Frontend Engineer,Intern+FTE,"COE,COPC,ECE",7.5,Hyderabad,68.03,30000,"HTML, CSS, JavaScript, React, Git, TypeScript, Redux",Online Assessment -> Technical Interview -> HR Interview
Salesforce,Backend Engineer,Intern,"COE,COPC",9.0,Mumbai,56.59,100000,"Java, Spring Boot, SQL, Docker, Git, REST API, DBMS, AWS",Online Assessment -> Technical Interview -> HR Interview
Cognizant,Backend Engineer,Intern+FTE,"COE,COPC",8.5,Mumbai,11.61,150000,"Java, Spring Boot, SQL, Docker, Git, REST API, DBMS, AWS",Online Assessment -> Technical Interview -> HR Interview
Paytm,Full Stack Developer,Intern+Performance Based Chance of FTE,"COE,COPC,ECE,EIC,EEC",6.5,Pune,19.36,60000,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
Cognizant,Frontend Engineer,FTE,"COE,COPC,COBS",7.5,Gurugram,7.54,70000,"HTML, CSS, JavaScript, React, Git, TypeScript, Redux",Online Assessment -> Technical Interview -> HR Interview
Samsung R&D,Cloud Engineer,Intern+FTE,B.E. All Branches,8.0,Remote,13.3,125000,"AWS, Docker, Kubernetes, Linux, Python, Git, Terraform",Online Assessment -> Technical Interview -> HR Interview
Cisco,Embedded Engineer,Intern+Performance Based Chance of FTE,B.E. All Branches,8.5,Gurugram,40.34,150000,"C, C++, Embedded C, RTOS, Microcontrollers, ARM",Online Assessment -> Technical Interview -> HR Interview
IBM,Cloud Engineer,Intern+Performance Based Chance of FTE,"COE,COPC,ECE,ENC",7.0,Mumbai,35.14,30000,"AWS, Docker, Kubernetes, Linux, Python, Git, Terraform",Online Assessment -> Technical Interview -> HR Interview
BlackRock,Frontend Engineer,Intern+FTE,"COE,COPC,ECE,ENC",7.0,Remote,22.39,25000,"HTML, CSS, JavaScript, React, Git, TypeScript, Redux",Online Assessment -> Technical Interview -> HR Interview
Maq Software,Software Development Engineer,Intern+Performance Based Chance of FTE,"COE,COPC,ECE,ENC",6.0,Mumbai,43.14,100000,"Python, Java, C++, DSA, OOP, DBMS, Operating Systems, Computer Networks, Git, SQL",Online Assessment -> Technical Interview -> HR Interview
PhonePe,Cybersecurity Analyst,FTE,"COE,COPC,ECE",7.5,Mumbai,18.49,25000,"Networking, Linux, Python, Wireshark, Burp Suite, SIEM",Online Assessment -> Technical Interview -> HR Interview
ZS Associates,Full Stack Developer,Intern+Performance Based Chance of FTE,"COE,COPC,ECE",7.0,Hyderabad,14.82,80000,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
Incedo,QA Engineer,FTE,"COE,COPC,ECE,ENC",8.5,Gurugram,18.94,150000,"Java, Selenium, TestNG, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
Optum,Full Stack Developer,Intern+FTE,"COE,COPC,ECE,ENC",6.0,Remote,52.09,40000,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
Expedia,Cloud Engineer,Intern+Performance Based Chance of FTE,"COE,COPC,ECE",7.0,Bengaluru,20.7,150000,"AWS, Docker, Kubernetes, Linux, Python, Git, Terraform",Online Assessment -> Technical Interview -> HR Interview
Flipkart,Software Development Engineer,Intern+FTE,"COE,COPC",7.0,Gurugram,58.36,25000,"Python, Java, C++, DSA, OOP, DBMS, Operating Systems, Computer Networks, Git, SQL",Online Assessment -> Technical Interview -> HR Interview
Uber,Embedded Engineer,Intern+FTE,"COE,COPC",7.5,Noida,25.53,30000,"C, C++, Embedded C, RTOS, Microcontrollers, ARM",Online Assessment -> Technical Interview -> HR Interview
Zomato,Business Analyst,FTE,"COE,COPC,COBS",8.5,Bengaluru,22.83,100000,"Excel, SQL, Power BI, Python, Statistics, Tableau",Online Assessment -> Technical Interview -> HR Interview
Zomato,Backend Engineer,Intern,"COE,COPC,ECE,ENC",9.0,Mumbai,51.55,40000,"Java, Spring Boot, SQL, Docker, Git, REST API, DBMS, AWS",Online Assessment -> Technical Interview -> HR Interview
Atlassian,DevOps Engineer,Intern+Performance Based Chance of FTE,"COE,COPC",6.0,Noida,37.49,60000,"Docker, Kubernetes, Linux, Jenkins, Git, AWS, Terraform",Online Assessment -> Technical Interview -> HR Interview
Deloitte,Cloud Engineer,Intern+FTE,"COE,COPC,COBS",8.5,Hyderabad,19.35,25000,"AWS, Docker, Kubernetes, Linux, Python, Git, Terraform",Online Assessment -> Technical Interview -> HR Interview
Cognizant,QA Engineer,Intern+Performance Based Chance of FTE,"COE,COPC,ECE,EIC,EEC",7.0,Chennai,59.03,100000,"Java, Selenium, TestNG, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
Walmart Global Tech,QA Engineer,Intern,"COE,COPC,ECE,ENC",7.5,Gurugram,45.32,125000,"Java, Selenium, TestNG, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
JP Morgan Chase,AI/ML Engineer,Intern,"COE,COPC,ECE",8.5,Mumbai,53.93,50000,"Python, Machine Learning, Deep Learning, TensorFlow, PyTorch, NLP, OpenCV",Online Assessment -> Technical Interview -> HR Interview
Swiggy,Software Development Engineer,Intern,"COE,COPC,COBS",9.0,Noida,15.04,60000,"Python, Java, C++, DSA, OOP, DBMS, Operating Systems, Computer Networks, Git, SQL",Online Assessment -> Technical Interview -> HR Interview
Microsoft,Software Development Engineer,Intern+FTE,"COE,COPC,ECE,ENC",9.0,Hyderabad,69.9,150000,"Python, Java, C++, DSA, OOP, DBMS, Operating Systems, Computer Networks, Git, SQL",Online Assessment -> Technical Interview -> HR Interview
Morgan Stanley,Frontend Engineer,FTE,"COE,COPC,ECE,EIC,EEC",6.0,Bengaluru,33.0,150000,"HTML, CSS, JavaScript, React, Git, TypeScript, Redux",Online Assessment -> Technical Interview -> HR Interview
IBM,QA Engineer,Intern,"COE,COPC,ECE",7.5,Noida,14.31,125000,"Java, Selenium, TestNG, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
Swiggy,DevOps Engineer,Intern+Performance Based Chance of FTE,"COE,COPC,ECE,EIC,EEC",6.5,Bengaluru,48.58,70000,"Docker, Kubernetes, Linux, Jenkins, Git, AWS, Terraform",Online Assessment -> Technical Interview -> HR Interview
AMD,Business Analyst,FTE,"COE,COPC",7.5,Remote,25.34,40000,"Excel, SQL, Power BI, Python, Statistics, Tableau",Online Assessment -> Technical Interview -> HR Interview
Samsung R&D,Data Scientist,Intern+FTE,B.E. All Branches,6.5,Chennai,35.31,100000,"Python, Pandas, NumPy, Machine Learning, Statistics, Scikit-learn, SQL, Matplotlib",Online Assessment -> Technical Interview -> HR Interview
Swiggy,Embedded Engineer,Intern+FTE,"COE,COPC",8.0,Pune,31.29,150000,"C, C++, Embedded C, RTOS, Microcontrollers, ARM",Online Assessment -> Technical Interview -> HR Interview
EPAM,Data Scientist,FTE,"COE,COPC,COBS",6.0,Mumbai,50.25,125000,"Python, Pandas, NumPy, Machine Learning, Statistics, Scikit-learn, SQL, Matplotlib",Online Assessment -> Technical Interview -> HR Interview
Dell,Frontend Engineer,FTE,B.E. All Branches,6.5,Chennai,53.68,150000,"HTML, CSS, JavaScript, React, Git, TypeScript, Redux",Online Assessment -> Technical Interview -> HR Interview
Dell,Backend Engineer,Intern+Performance Based Chance of FTE,"COE,COPC,ECE",8.0,Remote,41.55,125000,"Java, Spring Boot, SQL, Docker, Git, REST API, DBMS, AWS",Online Assessment -> Technical Interview -> HR Interview
BrowserStack,DevOps Engineer,FTE,"COE,COPC,COBS",8.5,Chennai,14.32,60000,"Docker, Kubernetes, Linux, Jenkins, Git, AWS, Terraform",Online Assessment -> Technical Interview -> HR Interview
Meesho,Backend Engineer,Intern,"COE,COPC,ECE",6.5,Bengaluru,34.25,30000,"Java, Spring Boot, SQL, Docker, Git, REST API, DBMS, AWS",Online Assessment -> Technical Interview -> HR Interview
JP Morgan Chase,Backend Engineer,Intern,B.E. All Branches,8.5,Mumbai,32.21,30000,"Java, Spring Boot, SQL, Docker, Git, REST API, DBMS, AWS",Online Assessment -> Technical Interview -> HR Interview
Qualcomm,Cloud Engineer,FTE,"COE,COPC",7.0,Noida,34.39,150000,"AWS, Docker, Kubernetes, Linux, Python, Git, Terraform",Online Assessment -> Technical Interview -> HR Interview
Booking Holdings,Embedded Engineer,Intern+Performance Based Chance of FTE,"COE,COPC",7.5,Bengaluru,9.83,50000,"C, C++, Embedded C, RTOS, Microcontrollers, ARM",Online Assessment -> Technical Interview -> HR Interview
Accenture,DevOps Engineer,FTE,"COE,COPC,ECE,EIC,EEC",6.0,Gurugram,46.15,80000,"Docker, Kubernetes, Linux, Jenkins, Git, AWS, Terraform",Online Assessment -> Technical Interview -> HR Interview
Cognizant,Software Development Engineer,Intern,"COE,COPC,ECE",8.0,Hyderabad,45.65,60000,"Python, Java, C++, DSA, OOP, DBMS, Operating Systems, Computer Networks, Git, SQL",Online Assessment -> Technical Interview -> HR Interview
Salesforce,Embedded Engineer,Intern+FTE,"COE,COPC,ECE",8.0,Noida,18.47,80000,"C, C++, Embedded C, RTOS, Microcontrollers, ARM",Online Assessment -> Technical Interview -> HR Interview
NVIDIA,QA Engineer,Intern+Performance Based Chance of FTE,"COE,COPC,ECE,EIC,EEC",6.0,Chennai,61.3,125000,"Java, Selenium, TestNG, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
Siemens,Cloud Engineer,Intern,"COE,COPC,ECE",9.0,Pune,43.94,80000,"AWS, Docker, Kubernetes, Linux, Python, Git, Terraform",Online Assessment -> Technical Interview -> HR Interview
Samsung R&D,Business Analyst,Intern+Performance Based Chance of FTE,"COE,COPC,ECE,ENC",7.0,Chennai,33.25,40000,"Excel, SQL, Power BI, Python, Statistics, Tableau",Online Assessment -> Technical Interview -> HR Interview
Accenture,Business Analyst,FTE,B.E. All Branches,6.5,Noida,47.27,80000,"Excel, SQL, Power BI, Python, Statistics, Tableau",Online Assessment -> Technical Interview -> HR Interview
Deloitte,DevOps Engineer,FTE,"COE,COPC,COBS",7.5,Mumbai,56.01,60000,"Docker, Kubernetes, Linux, Jenkins, Git, AWS, Terraform",Online Assessment -> Technical Interview -> HR Interview
Microsoft,Embedded Engineer,Intern+FTE,"COE,COPC,ECE,ENC",6.0,Gurugram,43.49,25000,"C, C++, Embedded C, RTOS, Microcontrollers, ARM",Online Assessment -> Technical Interview -> HR Interview
Goldman Sachs,Full Stack Developer,FTE,B.E. All Branches,8.0,Pune,52.21,25000,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
Salesforce,Software Development Engineer,Intern+FTE,"COE,COPC,ECE,ENC",7.0,Noida,30.86,40000,"Python, Java, C++, DSA, OOP, DBMS, Operating Systems, Computer Networks, Git, SQL",Online Assessment -> Technical Interview -> HR Interview
Goldman Sachs,Data Scientist,Intern+Performance Based Chance of FTE,B.E. All Branches,6.5,Hyderabad,49.8,30000,"Python, Pandas, NumPy, Machine Learning, Statistics, Scikit-learn, SQL, Matplotlib",Online Assessment -> Technical Interview -> HR Interview
Dell,AI/ML Engineer,Intern+Performance Based Chance of FTE,"COE,COPC,ECE,EIC,EEC",8.5,Hyderabad,48.82,40000,"Python, Machine Learning, Deep Learning, TensorFlow, PyTorch, NLP, OpenCV",Online Assessment -> Technical Interview -> HR Interview
Booking Holdings,QA Engineer,Intern+Performance Based Chance of FTE,"COE,COPC",9.0,Bengaluru,22.22,150000,"Java, Selenium, TestNG, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
BrowserStack,AI/ML Engineer,Intern+Performance Based Chance of FTE,"COE,COPC",9.0,Noida,24.79,80000,"Python, Machine Learning, Deep Learning, TensorFlow, PyTorch, NLP, OpenCV",Online Assessment -> Technical Interview -> HR Interview
HCLTech,QA Engineer,Intern+Performance Based Chance of FTE,"COE,COPC",7.0,Bengaluru,51.87,25000,"Java, Selenium, TestNG, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
Swiggy,DevOps Engineer,Intern+FTE,"COE,COPC,ECE",6.0,Mumbai,36.51,70000,"Docker, Kubernetes, Linux, Jenkins, Git, AWS, Terraform",Online Assessment -> Technical Interview -> HR Interview
EPAM,Cybersecurity Analyst,Intern+FTE,"COE,COPC,COBS",7.0,Mumbai,37.06,30000,"Networking, Linux, Python, Wireshark, Burp Suite, SIEM",Online Assessment -> Technical Interview -> HR Interview
Flipkart,Frontend Engineer,Intern,B.E. All Branches,7.5,Gurugram,24.15,100000,"HTML, CSS, JavaScript, React, Git, TypeScript, Redux",Online Assessment -> Technical Interview -> HR Interview
Oracle,Business Analyst,Intern+FTE,"COE,COPC,COBS",8.0,Noida,33.1,40000,"Excel, SQL, Power BI, Python, Statistics, Tableau",Online Assessment -> Technical Interview -> HR Interview
Wipro,Business Analyst,Intern+FTE,"COE,COPC,ECE",6.0,Gurugram,41.22,50000,"Excel, SQL, Power BI, Python, Statistics, Tableau",Online Assessment -> Technical Interview -> HR Interview
BrowserStack,Business Analyst,Intern,"COE,COPC",8.5,Mumbai,23.46,150000,"Excel, SQL, Power BI, Python, Statistics, Tableau",Online Assessment -> Technical Interview -> HR Interview
Incedo,AI/ML Engineer,FTE,B.E. All Branches,8.5,Bengaluru,24.81,70000,"Python, Machine Learning, Deep Learning, TensorFlow, PyTorch, NLP, OpenCV",Online Assessment -> Technical Interview -> HR Interview
BrowserStack,Data Scientist,Intern+Performance Based Chance of FTE,B.E. All Branches,6.5,Remote,15.14,70000,"Python, Pandas, NumPy, Machine Learning, Statistics, Scikit-learn, SQL, Matplotlib",Online Assessment -> Technical Interview -> HR Interview
Amazon,Full Stack Developer,Intern+FTE,"COE,COPC,ECE,EIC,EEC",9.0,Hyderabad,16.78,70000,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
Meesho,Embedded Engineer,Intern+FTE,"COE,COPC,ECE,ENC",6.0,Chennai,8.95,150000,"C, C++, Embedded C, RTOS, Microcontrollers, ARM",Online Assessment -> Technical Interview -> HR Interview
AMD,Backend Engineer,Intern,"COE,COPC,ECE,ENC",6.5,Noida,22.48,100000,"Java, Spring Boot, SQL, Docker, Git, REST API, DBMS, AWS",Online Assessment -> Technical Interview -> HR Interview
American Express,DevOps Engineer,Intern+Performance Based Chance of FTE,B.E. All Branches,8.5,Pune,34.26,60000,"Docker, Kubernetes, Linux, Jenkins, Git, AWS, Terraform",Online Assessment -> Technical Interview -> HR Interview
AMD,Embedded Engineer,Intern,"COE,COPC,ECE,ENC",6.5,Bengaluru,42.09,80000,"C, C++, Embedded C, RTOS, Microcontrollers, ARM",Online Assessment -> Technical Interview -> HR Interview
PhonePe,Full Stack Developer,FTE,"COE,COPC",7.5,Bengaluru,48.62,150000,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
Atlassian,Business Analyst,Intern,"COE,COPC",7.0,Mumbai,68.09,70000,"Excel, SQL, Power BI, Python, Statistics, Tableau",Online Assessment -> Technical Interview -> HR Interview
Goldman Sachs,Business Analyst,FTE,"COE,COPC,COBS",9.0,Hyderabad,33.46,30000,"Excel, SQL, Power BI, Python, Statistics, Tableau",Online Assessment -> Technical Interview -> HR Interview
Nutanix,Full Stack Developer,Intern,"COE,COPC",6.5,Gurugram,33.04,100000,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
Zomato,Cloud Engineer,Intern,"COE,COPC,ECE,ENC",8.5,Chennai,27.24,40000,"AWS, Docker, Kubernetes, Linux, Python, Git, Terraform",Online Assessment -> Technical Interview -> HR Interview
